,Flag Tsunami,Year,Focal Depth,EQ Primary,Intensity,Country,Region code,Coordinates,Earthquake : Damage Description
3866,0,1976,33.0,6.4,,ICELAND,120.0,"66.16,-16.58",MODERATE (~$1 to $5 million)
3867,1,1977,33.0,8.0,,INDONESIA,60.0,"-11.085,118.464",LIMITED (roughly corresponding to less than $1 million)
3868,0,1979,16.0,5.8,,ITALY,130.0,"42.812,13.061",SEVERE (~>$5 to $24 million)
3869,0,1979,62.0,6.1,,INDONESIA,60.0,"-7.656,108.252",SEVERE (~>$5 to $24 million)
3870,1,1979,33.0,7.7,9.0,COLOMBIA,160.0,"1.598,-79.358",SEVERE (~>$5 to $24 million)
3871,0,1982,36.0,6.6,,AFGHANISTAN,40.0,"36.148,69.011",MODERATE (~$1 to $5 million)
3872,0,1983,37.0,7.3,,COSTA RICA,100.0,"8.717,-83.123",MODERATE (~$1 to $5 million)
3873,0,1983,12.0,6.0,8.0,JAPAN,30.0,"33.941,139.513",MODERATE (~$1 to $5 million)
3874,0,1983,215.0,7.2,7.0,AFGHANISTAN,40.0,"36.372,70.738",MODERATE (~$1 to $5 million)
3875,0,1984,18.0,7.5,6.0,SOLOMON ISLANDS,170.0,"-10.012,160.469",MODERATE (~$1 to $5 million)
3876,0,1984,10.0,6.1,6.0,JAPAN,30.0,"35.789,137.488",EXTREME (~$25 million or more)
3877,0,1986,10.0,5.7,7.0,GEORGIA,40.0,"41.431,43.737",SEVERE (~>$5 to $24 million)
3878,0,1986,19.0,6.2,7.0,VENEZUELA,160.0,"10.597,-62.928",MODERATE (~$1 to $5 million)
3879,0,1987,19.0,6.6,10.0,NEW ZEALAND,170.0,"-37.965,176.765",EXTREME (~$25 million or more)
3880,0,1987,8.0,4.8,,USA,150.0,"34.07,-118.1",MODERATE (~$1 to $5 million)
3881,0,1988,11.0,5.0,6.0,TAJIKISTAN,40.0,"37.18,71.811",MODERATE (~$1 to $5 million)
3882,0,1989,33.0,5.3,7.0,TAJIKISTAN,40.0,"38.465,68.694",SEVERE (~>$5 to $24 million)
3883,0,1989,10.0,4.4,,TURKEY,140.0,"40.027,41.816",MODERATE (~$1 to $5 million)
3884,1,1990,26.0,6.6,7.0,PHILIPPINES,170.0,"9.755,124.694",LIMITED (roughly corresponding to less than $1 million)
3885,0,1990,10.0,6.1,,PAKISTAN,60.0,"28.925,66.331",MODERATE (~$1 to $5 million)
3886,0,1990,18.0,4.7,6.0,UK,120.0,"52.314,-2.985",LIMITED (roughly corresponding to less than $1 million)
3887,1,1990,19.0,7.3,7.0,IRAN,140.0,"36.957,49.409",EXTREME (~$25 million or more)
3888,0,1990,29.0,4.6,6.0,KYRGYZSTAN,40.0,"40.854,73.553",SEVERE (~>$5 to $24 million)
3889,0,1991,26.0,5.1,8.0,IRAQ,140.0,"36.52,44.066",MODERATE (~$1 to $5 million)
3890,0,1991,88.0,5.6,,NEW ZEALAND,170.0,"-40.25,175.053",MODERATE (~$1 to $5 million)
3891,0,1991,39.0,5.4,,IRAN,140.0,"30.666,50.218",MODERATE (~$1 to $5 million)
3892,0,1993,102.0,7.6,6.0,JAPAN,30.0,"43.3,143.691",EXTREME (~$25 million or more)
3893,0,1993,23.0,5.6,,GREECE,130.0,"38.224,21.756",LIMITED (roughly corresponding to less than $1 million)
3895,0,1994,14.0,6.8,6.0,NEW ZEALAND,170.0,"-42.963,171.658",LIMITED (roughly corresponding to less than $1 million)
3897,0,1996,26.0,6.0,8.0,CHINA,30.0,"40.774,109.661",EXTREME (~$25 million or more)
3898,0,1997,5.0,6.7,,TRINIDAD AND TOBAGO,90.0,"11.112,-60.892",EXTREME (~$25 million or more)
3899,0,1998,33.0,5.9,,AFGHANISTAN,40.0,"37.075,70.089",EXTREME (~$25 million or more)
3900,0,1999,10.0,5.3,,CHINA,30.0,"39.899,113.983",EXTREME (~$25 million or more)
3901,0,2000,33.0,4.2,,CHINA,30.0,"25.826,102.194",EXTREME (~$25 million or more)
3902,0,2000,10.0,5.0,7.0,USA,150.0,"38.379,-122.413",EXTREME (~$25 million or more)
3903,0,2001,10.0,4.9,8.0,LAOS,60.0,"21.396,102.715",SEVERE (~>$5 to $24 million)
3904,0,2001,33.0,4.3,,CHINA,30.0,"24.455,102.66",LIMITED (roughly corresponding to less than $1 million)
3905,0,2002,10.0,5.7,,SERBIA,130.0,"42.436,21.466",LIMITED (roughly corresponding to less than $1 million)
3906,0,2002,22.0,5.5,,CHINA,30.0,"39.736,97.443",SEVERE (~>$5 to $24 million)
3907,0,2004,56.0,5.1,,INDONESIA,60.0,"-0.466,100.655",LIMITED (roughly corresponding to less than $1 million)
3908,0,2004,17.0,5.1,,ITALY,130.0,"45.626,10.559",MODERATE (~$1 to $5 million)
3910,0,2006,10.0,5.5,,INDIA,60.0,"23.322,70.477",LIMITED (roughly corresponding to less than $1 million)
3912,0,2006,53.0,6.1,,TRINIDAD AND TOBAGO,90.0,"10.876,-61.756",LIMITED (roughly corresponding to less than $1 million)
3913,0,2006,10.0,4.5,,CHINA,30.0,"31.56,113.21",MODERATE (~$1 to $5 million)
3915,0,2007,34.0,6.0,5.0,MEXICO,150.0,"17.302,-100.198",LIMITED (roughly corresponding to less than $1 million)
3916,0,2007,16.0,4.6,,JAPAN,30.0,"34.807,136.239",MODERATE (~$1 to $5 million)
3918,1,2007,34.0,8.4,,INDONESIA,60.0,"-4.438,101.367",SEVERE (~>$5 to $24 million)
3919,0,2008,10.0,4.9,,RWANDA,10.0,"-2.404,28.918",LIMITED (roughly corresponding to less than $1 million)
3920,0,2008,1.0,5.0,,USA,150.0,"39.52,-119.93",LIMITED (roughly corresponding to less than $1 million)
3921,0,2009,17.0,5.5,,CHINA,40.0,"40.657,78.692",SEVERE (~>$5 to $24 million)
3922,0,2009,36.0,4.4,,NICARAGUA,100.0,"13.452,-86.06",LIMITED (roughly corresponding to less than $1 million)
3923,0,2009,35.0,5.4,,ECUADOR,160.0,"-0.962,-77.817",LIMITED (roughly corresponding to less than $1 million)
3926,0,2011,24.0,4.5,,IRAN,140.0,"30.16,51.62",MODERATE (~$1 to $5 million)
3927,1,2011,6.0,6.1,,NEW ZEALAND,170.0,"-43.583,172.68",EXTREME (~$25 million or more)
3929,1,2011,42.0,7.1,,JAPAN,30.0,"38.276,141.588",LIMITED (roughly corresponding to less than $1 million)
3930,0,2011,20.0,6.1,,UZBEKISTAN,40.0,"40.081,71.41",LIMITED (roughly corresponding to less than $1 million)
3931,0,2011,24.0,6.9,,PERU,160.0,"-14.438,-75.966",MODERATE (~$1 to $5 million)
3932,0,2011,15.0,6.7,,RUSSIA,40.0,"51.842,95.911",MODERATE (~$1 to $5 million)
3933,0,2012,8.0,5.3,,IRAN,140.0,"36.288,58.835",LIMITED (roughly corresponding to less than $1 million)
3934,0,2012,11.0,6.7,,PHILIPPINES,170.0,"9.999,123.206",SEVERE (~>$5 to $24 million)
3935,0,2012,37.0,5.6,,PHILIPPINES,170.0,"12.354,123.7",LIMITED (roughly corresponding to less than $1 million)
3936,0,2012,10.0,5.5,,CHINA,30.0,"27.767,100.781",EXTREME (~$25 million or more)
3937,0,2012,22.0,6.5,,INDONESIA,60.0,"2.707,96.045",LIMITED (roughly corresponding to less than $1 million)
3938,0,2013,8.0,5.4,,CHINA,30.0,"25.98,99.812",SEVERE (~>$5 to $24 million)
3939,0,2014,8.0,5.3,,IRAN,140.0,"27.15,54.448",LIMITED (roughly corresponding to less than $1 million)
3940,0,2014,54.0,5.6,5.0,COLOMBIA,160.0,"4.557,-76.644",MODERATE (~$1 to $5 million)
3942,0,2014,107.0,6.3,5.0,MEXICO,150.0,"17.682,-95.653",MODERATE (~$1 to $5 million)
3943,0,2015,20.0,6.5,5.0,INDONESIA,60.0,"-8.338,124.875",SEVERE (~>$5 to $24 million)
3944,0,2016,10.0,7.0,8.0,JAPAN,30.0,"32.791,130.754",EXTREME (~$25 million or more)
3946,0,2016,25.0,4.9,,CHINA,30.0,"24.134,111.478",MODERATE (~$1 to $5 million)
3947,0,2017,7.0,5.5,,MADAGASCAR,60.0,"-20.16,46.647",LIMITED (roughly corresponding to less than $1 million)
3948,0,2017,8.0,5.4,,CHINA,40.0,"37.643,75.31",EXTREME (~$25 million or more)
3949,0,2017,11.0,6.5,9.0,PHILIPPINES,170.0,"11.127,124.629",SEVERE (~>$5 to $24 million)
3950,0,2017,3.0,4.2,,ITALY,130.0,"40.783,13.939",MODERATE (~$1 to $5 million)
3951,0,2018,26.0,6.9,,INDONESIA,60.0,"-8.324,116.626",MODERATE (~$1 to $5 million)
3952,0,2018,10.0,6.0,,IRAN,140.0,"34.663,46.277",SEVERE (~>$5 to $24 million)
3953,0,2019,10.0,5.8,,CHINA,30.0,"28.405,104.957",EXTREME (~$25 million or more)
3954,0,2019,8.0,7.1,,USA,150.0,"35.766,-117.605",EXTREME (~$25 million or more)
3955,0,2019,10.0,5.6,,ALBANIA,130.0,"41.381,19.454",EXTREME (~$25 million or more)
3956,0,2020,10.0,6.0,,IRAN,140.0,"38.482,44.367",MODERATE (~$1 to $5 million)
3958,0,17,,,10.0,TURKEY,140.0,"37.85,27.3",SEVERE (~>$5 to $24 million)
3965,1,922,,7.0,,JAPAN,30.0,"33.8,136.7",LIMITED (roughly corresponding to less than $1 million)
3966,0,1067,,6.8,9.0,CHINA,30.0,"23.6,116.5",EXTREME (~$25 million or more)
3967,0,1076,,,8.0,SYRIA,140.0,"35.0,38.0",SEVERE (~>$5 to $24 million)
3973,1,1509,,7.7,10.0,TURKEY,140.0,"40.8,28.1",EXTREME (~$25 million or more)
3974,0,1522,,,10.0,AZORES (PORTUGAL),130.0,"37.7,-25.4",SEVERE (~>$5 to $24 million)
3975,0,1590,,,10.0,CROATIA,130.0,"45.9,16.3",SEVERE (~>$5 to $24 million)
3976,0,1610,,,8.0,SWITZERLAND,120.0,"47.5,7.5",SEVERE (~>$5 to $24 million)
3977,0,1613,,6.3,8.0,SOUTH KOREA,30.0,"37.2,127.0",MODERATE (~$1 to $5 million)
3983,1,1657,,8.0,11.0,CHILE,160.0,"-36.83,-73.03",SEVERE (~>$5 to $24 million)
3984,0,1658,,,9.0,PHILIPPINES,170.0,"14.4,120.6",MODERATE (~$1 to $5 million)
3986,1,1661,,6.0,8.0,TAIWAN,30.0,"23.0,120.2",LIMITED (roughly corresponding to less than $1 million)
3993,1,1687,,7.5,8.0,CHILE,160.0,"-32.8,-70.7",LIMITED (roughly corresponding to less than $1 million)
3995,0,1733,,7.5,10.0,CHINA,30.0,"26.2,103.1",MODERATE (~$1 to $5 million)
3997,0,1750,,,9.0,FRANCE,120.0,"43.2,0.8",SEVERE (~>$5 to $24 million)
3998,0,1755,,,8.0,SWITZERLAND,120.0,"46.3,8.0",SEVERE (~>$5 to $24 million)
3999,1,1757,,,11.0,AZORES (PORTUGAL),130.0,"38.65,-28.08",SEVERE (~>$5 to $24 million)
4001,1,1770,,7.0,,INDONESIA,60.0,"-5.0,102.0",SEVERE (~>$5 to $24 million)
4003,1,1783,13.0,6.9,11.0,ITALY,130.0,"38.3,15.967",EXTREME (~$25 million or more)
4007,1,1810,,6.6,,JAPAN,30.0,"39.9,139.9",SEVERE (~>$5 to $24 million)
4009,1,1820,,6.9,10.0,GREECE,130.0,"37.75,21.25",LIMITED (roughly corresponding to less than $1 million)
4012,1,1851,,,10.0,TURKEY,140.0,"36.5,28.8",MODERATE (~$1 to $5 million)
4016,1,1855,,4.8,6.0,CHINA,30.0,"29.2,108.1",LIMITED (roughly corresponding to less than $1 million)
4018,1,1857,,,6.0,TURKEY,140.0,"40.2,29.0",LIMITED (roughly corresponding to less than $1 million)
4020,0,1858,,,10.0,GREECE,130.0,"38.0,23.0",SEVERE (~>$5 to $24 million)
4021,0,1858,,,10.0,ALBANIA,130.0,"40.0,20.1",MODERATE (~$1 to $5 million)
4024,1,1868,25.0,8.5,11.0,CHILE,160.0,"-18.6,-71.0",EXTREME (~$25 million or more)
4026,1,1873,,6.7,8.0,USA,150.0,"42.0,-124.0",LIMITED (roughly corresponding to less than $1 million)
4030,0,1891,,8.4,,JAPAN,30.0,"35.5,137.0",EXTREME (~$25 million or more)
4031,0,1892,,6.2,9.0,USA,150.0,"38.5,-121.9",MODERATE (~$1 to $5 million)
4032,0,1893,,5.5,7.0,CHINA,30.0,"36.6,101.8",MODERATE (~$1 to $5 million)
4034,1,1897,,7.7,,JAPAN,30.0,"38.0,143.7",LIMITED (roughly corresponding to less than $1 million)
4037,0,1904,10.0,6.2,10.0,GREECE,130.0,"37.75,27.0",SEVERE (~>$5 to $24 million)
4040,1,1906,25.0,8.2,11.0,CHILE,160.0,"-33.0,-72.0",EXTREME (~$25 million or more)
4042,0,1911,25.0,7.7,10.0,KAZAKHSTAN,40.0,"43.5,77.5",SEVERE (~>$5 to $24 million)
4043,1,1917,,6.6,9.0,INDONESIA,60.0,"-7.0,116.0",MODERATE (~$1 to $5 million)
4046,1,1918,,5.5,7.0,CHINA,30.0,"26.9,103.0",LIMITED (roughly corresponding to less than $1 million)
4048,1,1921,,6.2,8.0,INDONESIA,170.0,"0.7,117.9",MODERATE (~$1 to $5 million)
4049,0,1922,,6.4,,NICARAGUA,100.0,"11.7,-70.85",SEVERE (~>$5 to $24 million)
4050,1,1922,,6.3,5.0,PHILIPPINES,170.0,"10.2,124.1",MODERATE (~$1 to $5 million)
4053,1,1927,17.0,6.8,9.0,UKRAINE,110.0,"44.4,34.5",EXTREME (~$25 million or more)
4054,0,1932,12.0,5.4,8.0,IRAN,140.0,"36.6,53.4",SEVERE (~>$5 to $24 million)
4057,0,1934,,6.5,,TAIWAN,30.0,"24.8,121.5",LIMITED (roughly corresponding to less than $1 million)
4059,1,1936,60.0,7.7,9.0,INDONESIA,170.0,"4.5,126.5",MODERATE (~$1 to $5 million)
4063,0,1938,33.0,6.7,10.0,TURKEY,140.0,"39.4,33.8",SEVERE (~>$5 to $24 million)
4064,1,1938,,7.5,,PAPUA NEW GUINEA,170.0,"-6.0,147.8",LIMITED (roughly corresponding to less than $1 million)
4065,1,1939,35.0,7.9,,SOLOMON ISLANDS,170.0,"-9.295,159.234",MODERATE (~$1 to $5 million)
4067,1,1942,130.0,5.8,,COLOMBIA,160.0,"4.6,-74.5",MODERATE (~$1 to $5 million)
4068,0,1943,100.0,6.9,6.0,ECUADOR,160.0,"-2.1,-80.5",MODERATE (~$1 to $5 million)
4069,1,1946,60.0,7.9,,CHILE,160.0,"-26.5,-70.5",SEVERE (~>$5 to $24 million)
4071,1,1949,,7.0,8.0,USA,150.0,"47.167,-122.617",EXTREME (~$25 million or more)
4072,0,1949,16.0,7.4,10.0,TAJIKISTAN,40.0,"39.2,70.8",EXTREME (~$25 million or more)
4074,1,1951,100.0,6.0,,NICARAGUA,100.0,"13.0,-87.5",SEVERE (~>$5 to $24 million)
4076,0,1952,,6.0,8.0,TURKEY,140.0,"39.9,41.7",MODERATE (~$1 to $5 million)
4077,0,1952,16.0,7.7,11.0,USA,150.0,"35.0,-119.017",EXTREME (~$25 million or more)
4078,0,1953,,5.0,7.0,CHINA,30.0,"24.2,103.2",LIMITED (roughly corresponding to less than $1 million)
4079,0,1954,4.0,5.4,8.0,AUSTRALIA,170.0,"-34.9,138.7",MODERATE (~$1 to $5 million)
4080,0,1954,180.0,7.4,,MYANMAR (BURMA),60.0,"24.5,95.3",MODERATE (~$1 to $5 million)
4081,0,1955,,6.0,8.0,CHINA,30.0,"26.5,101.1",SEVERE (~>$5 to $24 million)
4082,0,1956,,5.8,8.0,TURKEY,140.0,"40.0,30.5",MODERATE (~$1 to $5 million)
4083,0,1957,14.0,6.6,9.0,IRAN,140.0,"36.1,52.7",SEVERE (~>$5 to $24 million)
4086,0,1959,112.0,7.5,,BOLIVIA,160.0,"-20.369,-68.0",LIMITED (roughly corresponding to less than $1 million)
4087,0,1959,,5.5,8.0,ALGERIA,15.0,"36.4,2.6",MODERATE (~$1 to $5 million)
4088,1,1961,15.0,6.5,,CHILE,160.0,"-36.7,-73.0",LIMITED (roughly corresponding to less than $1 million)
4089,0,1962,100.0,6.8,,GREECE,130.0,"37.8,22.9",MODERATE (~$1 to $5 million)
4090,0,1964,33.0,6.0,,TANZANIA,10.0,"-4.0,34.9",SEVERE (~>$5 to $24 million)
4092,0,1966,,6.2,7.0,CHINA,30.0,"37.68,115.27",MODERATE (~$1 to $5 million)
4097,1,1968,30.0,7.5,7.0,JAPAN,30.0,"32.3,132.5",MODERATE (~$1 to $5 million)
4098,0,1969,33.0,5.5,,ALBANIA,130.0,"40.7,19.8",MODERATE (~$1 to $5 million)
4099,0,1969,6.0,7.4,,CHINA,30.0,"38.2,119.4",EXTREME (~$25 million or more)
4100,0,1969,5.0,6.4,8.0,CHINA,30.0,"22.317,111.8",EXTREME (~$25 million or more)
4101,0,1970,11.0,7.1,,PHILIPPINES,170.0,"12.6,122.1",MODERATE (~$1 to $5 million)
4103,1,1971,51.0,7.3,,JAPAN,30.0,"41.4,143.5",LIMITED (roughly corresponding to less than $1 million)
4104,0,1972,25.0,4.8,,ITALY,130.0,"43.8,13.3",MODERATE (~$1 to $5 million)
4105,1,1972,56.0,7.2,10.0,JAPAN,30.0,"33.3,140.8",MODERATE (~$1 to $5 million)
4106,1,1975,,5.9,7.0,INDONESIA,170.0,"-5.0,130.0",MODERATE (~$1 to $5 million)
4107,0,1975,10.0,5.8,7.0,JAPAN,30.0,"33.0,131.1",MODERATE (~$1 to $5 million)
4109,0,1979,189.0,6.2,,PAPUA NEW GUINEA,170.0,"-4.98,145.577",MODERATE (~$1 to $5 million)
4110,0,1980,19.0,7.2,7.0,USA,150.0,"41.117,-124.253",MODERATE (~$1 to $5 million)
4112,0,1981,33.0,6.8,8.0,CHINA,30.0,"30.927,101.098",MODERATE (~$1 to $5 million)
4114,0,1983,16.0,6.2,8.0,CHINA,40.0,"39.945,75.135",MODERATE (~$1 to $5 million)
4115,0,1983,33.0,4.9,,IRAN,140.0,"35.953,52.264",MODERATE (~$1 to $5 million)
4116,0,1983,10.0,4.2,,PAKISTAN,60.0,"30.349,67.84",MODERATE (~$1 to $5 million)
4117,0,1984,28.0,6.6,8.0,PAPUA NEW GUINEA,170.0,"-4.647,145.805",MODERATE (~$1 to $5 million)
4120,0,1988,11.0,5.3,7.0,AZORES (PORTUGAL),130.0,"37.938,-26.142",MODERATE (~$1 to $5 million)
4121,0,1988,29.0,5.8,7.0,CANADA,150.0,"48.117,-71.183",MODERATE (~$1 to $5 million)
4122,0,1990,8.0,6.9,,CHINA,30.0,"35.986,100.245",EXTREME (~$25 million or more)
4123,0,1990,13.0,5.9,7.0,GREECE,130.0,"41.004,22.3",LIMITED (roughly corresponding to less than $1 million)
4124,0,1991,21.0,6.1,,CHINA,40.0,"40.386,78.959",MODERATE (~$1 to $5 million)
4125,0,1991,14.0,4.9,5.0,GEORGIA,40.0,"42.565,43.349",LIMITED (roughly corresponding to less than $1 million)
4126,0,1993,12.0,6.2,,CHINA,40.0,"29.084,87.333",LIMITED (roughly corresponding to less than $1 million)
4127,0,1993,30.0,5.1,,IRAN,140.0,"30.692,50.886",MODERATE (~$1 to $5 million)
4128,0,1993,18.0,5.6,,CHINA,40.0,"39.263,75.533",LIMITED (roughly corresponding to less than $1 million)
4129,0,1994,9.0,5.9,,ALGERIA,15.0,"35.52,-0.106",EXTREME (~$25 million or more)
4131,0,1999,33.0,5.1,,CHINA,30.0,"41.131,114.658",MODERATE (~$1 to $5 million)
4132,0,2001,62.0,6.6,,PERU,160.0,"-16.086,-73.987",MODERATE (~$1 to $5 million)
4133,1,2003,27.0,8.3,,JAPAN,30.0,"41.815,143.91",EXTREME (~$25 million or more)
4134,0,2003,33.0,5.0,,IRAN,140.0,"31.953,49.209",LIMITED (roughly corresponding to less than $1 million)
4135,0,2004,6.0,5.4,,CHINA,30.0,"27.266,103.873",EXTREME (~$25 million or more)
4136,0,2004,10.0,4.8,6.0,POLAND,120.0,"54.841,19.912",LIMITED (roughly corresponding to less than $1 million)
4137,1,2004,10.0,7.1,,NEW ZEALAND,170.0,"-46.676,164.721",LIMITED (roughly corresponding to less than $1 million)
4139,0,2005,14.0,4.3,,TURKEY,140.0,"38.804,26.783",LIMITED (roughly corresponding to less than $1 million)
4140,0,2006,18.0,5.5,,GREECE,130.0,"37.64,20.92",LIMITED (roughly corresponding to less than $1 million)
4142,0,2007,5.0,5.5,,IRAN,140.0,"34.437,50.833",LIMITED (roughly corresponding to less than $1 million)
4143,0,2007,25.0,6.9,,INDONESIA,170.0,"2.872,127.464",LIMITED (roughly corresponding to less than $1 million)
4145,0,2008,14.0,4.9,,IRAN,140.0,"31.73,51.2",LIMITED (roughly corresponding to less than $1 million)
4147,0,2008,16.0,4.5,,IRAN,140.0,"33.86,48.59",LIMITED (roughly corresponding to less than $1 million)
4148,0,2008,11.0,3.8,,INDIA,60.0,"24.702,84.964",LIMITED (roughly corresponding to less than $1 million)
4149,0,2008,13.0,5.2,,VENEZUELA,160.0,"10.514,-64.171",LIMITED (roughly corresponding to less than $1 million)
4150,0,2009,14.0,6.1,,COSTA RICA,100.0,"10.165,-84.197",SEVERE (~>$5 to $24 million)
4151,0,2009,9.0,5.9,,MEXICO,150.0,"32.437,-115.165",LIMITED (roughly corresponding to less than $1 million)
4154,0,2011,50.0,5.5,,PHILIPPINES,170.0,"9.457,125.935",LIMITED (roughly corresponding to less than $1 million)
4155,0,2011,40.0,5.0,,CHINA,30.0,"24.932,98.73",SEVERE (~>$5 to $24 million)
4156,0,2011,28.0,5.6,,CHINA,40.0,"43.648,82.437",SEVERE (~>$5 to $24 million)
4157,0,2011,10.0,5.8,,NEW ZEALAND,170.0,"-43.49,172.8",LIMITED (roughly corresponding to less than $1 million)
4160,0,2013,6.0,5.7,,CHINA,40.0,"30.046,97.957",MODERATE (~$1 to $5 million)
4161,0,2014,10.0,6.9,,CHINA,40.0,"35.905,82.586",SEVERE (~>$5 to $24 million)
4162,0,2014,5.0,3.6,4.0,GERMANY,120.0,"49.799,8.69",MODERATE (~$1 to $5 million)
4163,0,2015,11.0,5.5,,CHINA,30.0,"23.5,98.9",SEVERE (~>$5 to $24 million)
4164,0,2016,9.0,6.6,7.0,ITALY,130.0,"42.84,13.11",EXTREME (~$25 million or more)
4165,0,2017,19.0,7.3,8.0,IRAN,140.0,"34.911,45.959",EXTREME (~$25 million or more)
4168,0,2018,6.0,5.9,,IRAN,140.0,"34.645,46.179",MODERATE (~$1 to $5 million)
4169,0,2018,10.0,5.0,,CHINA,30.0,"24.322,102.941",MODERATE (~$1 to $5 million)
4172,0,2019,22.0,5.5,,TANZANIA,10.0,"-7.878,32.085",LIMITED (roughly corresponding to less than $1 million)
4174,0,2019,10.0,5.6,,PAKISTAN,60.0,"33.106,73.766",SEVERE (~>$5 to $24 million)
4176,0,2020,10.0,5.4,,TURKEY,140.0,"38.558,44.023",MODERATE (~$1 to $5 million)
4177,0,-759,,,11.0,ISRAEL,140.0,"33.0,35.5",SEVERE (~>$5 to $24 million)
4179,1,-227,100.0,7.2,10.0,GREECE,130.0,"36.3,28.3",LIMITED (roughly corresponding to less than $1 million)
4182,0,100,,6.3,8.0,SOUTH KOREA,30.0,"35.8,129.2",MODERATE (~$1 to $5 million)
4183,1,120,,7.2,9.0,TURKEY,140.0,"40.77,29.92",MODERATE (~$1 to $5 million)
4184,0,128,,6.5,8.0,CHINA,30.0,"34.7,105.4",MODERATE (~$1 to $5 million)
4186,0,581,,,9.0,TURKEY,140.0,"36.1,36.1",SEVERE (~>$5 to $24 million)
4187,0,856,10.0,4.5,8.0,ARMENIA,40.0,"40.0,44.6",SEVERE (~>$5 to $24 million)
4189,0,891,20.0,6.3,9.0,IRAN,140.0,"38.3,48.3",SEVERE (~>$5 to $24 million)
4191,0,942,20.0,6.7,9.0,UZBEKISTAN,40.0,"39.7,64.5",SEVERE (~>$5 to $24 million)
4193,0,1065,,,10.0,ITALY,130.0,"38.1,15.1",SEVERE (~>$5 to $24 million)
4194,0,1072,,,8.0,YEMEN,60.0,"14.2,43.3",MODERATE (~$1 to $5 million)
4195,0,1086,,,8.0,IRAQ,140.0,"34.0,44.0",MODERATE (~$1 to $5 million)
4197,1,1169,,,11.0,ITALY,130.0,"37.3,15.03",SEVERE (~>$5 to $24 million)
4203,0,1440,,6.3,8.0,CHINA,30.0,"36.2,103.3",MODERATE (~$1 to $5 million)
4207,0,1560,,5.5,7.0,CHINA,30.0,"24.2,102.7",MODERATE (~$1 to $5 million)
4209,0,1579,,5.0,6.0,CHINA,30.0,"25.1,99.9",LIMITED (roughly corresponding to less than $1 million)
4210,1,1601,,6.2,8.0,SWITZERLAND,120.0,"46.8,8.5",MODERATE (~$1 to $5 million)
4211,0,1626,,,10.0,ITALY,130.0,"38.8,16.4",SEVERE (~>$5 to $24 million)
4212,0,1630,,,10.0,GREECE,130.0,"38.7,20.6",SEVERE (~>$5 to $24 million)
4213,0,1630,30.0,8.1,7.0,PERU,160.0,"-12.2,-77.5",LIMITED (roughly corresponding to less than $1 million)
4214,0,1644,,,8.0,VENEZUELA,160.0,"7.6,-73.0",SEVERE (~>$5 to $24 million)
4217,1,1655,30.0,7.7,10.0,PERU,160.0,"-12.3,-77.6",MODERATE (~$1 to $5 million)
4224,0,1715,,6.6,,TURKEY,140.0,"38.7,43.9",SEVERE (~>$5 to $24 million)
4225,1,1738,,6.5,,GREECE,130.0,"36.8,24.4",MODERATE (~$1 to $5 million)
4226,0,1739,,8.0,10.0,CHINA,30.0,"38.9,106.5",EXTREME (~$25 million or more)
4228,0,1757,,7.0,9.0,ECUADOR,160.0,"-0.9,-78.6",SEVERE (~>$5 to $24 million)
4232,0,1779,,6.5,7.0,IRAN,140.0,"38.0,46.7",SEVERE (~>$5 to $24 million)
4234,0,1781,,,10.0,ITALY,130.0,"43.6,13.5",SEVERE (~>$5 to $24 million)
4235,0,1784,,,9.0,SPAIN,130.0,"40.9,0.3",MODERATE (~$1 to $5 million)
4240,0,1822,,5.5,7.0,CHINA,30.0,"33.0,104.6",LIMITED (roughly corresponding to less than $1 million)
4246,0,1855,,5.5,7.0,CHINA,30.0,"39.1,121.6",MODERATE (~$1 to $5 million)
4247,0,1857,,8.3,7.0,USA,150.0,"35.0,-119.0",SEVERE (~>$5 to $24 million)
4248,1,1861,20.0,7.0,,INDONESIA,60.0,"0.009,98.0",MODERATE (~$1 to $5 million)
4250,1,1865,,6.3,8.0,USA,150.0,"37.2,-121.9",LIMITED (roughly corresponding to less than $1 million)
4255,1,1872,,7.4,,JAPAN,30.0,"34.9,132.0",EXTREME (~$25 million or more)
4259,0,1885,,,9.0,NICARAGUA,100.0,"12.3,-86.8",SEVERE (~>$5 to $24 million)
4260,1,1886,,7.5,10.0,GREECE,130.0,"37.1,21.5",SEVERE (~>$5 to $24 million)
4261,1,1887,80.0,8.0,,MEXICO,150.0,"31.0,-109.0",SEVERE (~>$5 to $24 million)
4263,0,1889,,8.3,10.0,KAZAKHSTAN,40.0,"43.2,78.7",MODERATE (~$1 to $5 million)
4266,0,1896,,6.5,,CHINA,40.0,"38.0,76.0",LIMITED (roughly corresponding to less than $1 million)
4267,1,1897,33.0,7.4,,JAPAN,30.0,"38.1,141.9",MODERATE (~$1 to $5 million)
4268,1,1898,,6.5,8.0,CHILE,160.0,"-36.83,-73.03",MODERATE (~$1 to $5 million)
4269,0,1898,,5.5,7.0,CHINA,30.0,"39.1,113.0",MODERATE (~$1 to $5 million)
4270,0,1902,30.0,7.7,10.0,CHINA,40.0,"39.88,76.2",EXTREME (~$25 million or more)
4274,0,1911,,5.0,7.0,FRANCE,120.0,"43.2,0.2",MODERATE (~$1 to $5 million)
4275,0,1913,,,9.0,ITALY,130.0,"39.6,16.2",MODERATE (~$1 to $5 million)
